0:00:00.000	4	W
0:00:06.284	8	W
0:00:12.347	4	W
0:00:18.592	8	W
0:00:24.659	4	W
0:00:26.206	2	W
0:00:26.542	2	W
0:00:27.720	2	W	
0:00:29.255	4	W
0:00:30.831	4	W
0:00:33.792	16	W
0:00:36.878	8	W
0:00:43.242	4	S
0:00:49.446	8	W
0:00:55.838	4	S
0:01:02.004	8	W
0:01:08.265	4	W
0:01:09.869	2	S
0:01:11.446	4	W
0:01:12.960	8	W
0:01:14.566	4	S
0:01:20.528	8	S
0:01:26.642	6	W
0:01:31.293	4	W
0:01:32.629	4	W
0:01:35.928	2	S
0:01:39.047	8	W
0:01:45.287	8	W
0:01:51.448	4	S
0:01:58.390	4	W
0:02:01.123	8	W
0:02:02.344	4	S
0:02:03.904	2	W
0:02:05.385	2	S
0:02:06.908	4	W
0:02:08.470	4	S
0:02:09.955	2	W
0:02:11.475	4	W
0:02:12.951	2	S
0:02:14.398	4	S
0:02:15.917	16	S
0:02:22.044	2	W
0:02:23.608	2	S
0:02:25.132	2	W
0:02:26.622	2	W
0:02:28.194	2	W
0:02:29.690	2	S
0:02:31.206	4	W
0:02:32.659	2	W
0:02:34.198	8	W
0:02:37.283	8	W	
0:02:38.841	2	W
0:02:40.374	4	W
0:02:43.437	2	S
0:02:44.956	2	S
0:02:46.503	8	W
0:02:47.996	2	S
0:02:49.510	4	W
0:02:50.984	2	S	
0:02:52.463	4	S
0:02:53.937	8	W
0:02:55.460	2	S
0:02:56.954	2	S
0:02:58.498	2	S
0:03:00.779	4	W
0:03:01.555	2	S
0:03:03.018	2	S
0:03:04.499	2	S
0:03:06.019	2	S
0:03:07.549	4	S
0:03:10.576	4	S
0:03:11.880	8	S
0:03:13.473	8	S
0:03:19.313	6	S
0:03:23.750	8	S
0:03:25.147	2	W
0:03:26.605	4	W
0:03:28.088	2	S
0:03:29.498	4	W
0:03:31.006	2	S
0:03:32.467	4	W
0:03:33.907	8	W
0:03:35.329	4	S
0:03:36.838	16	W
0:03:42.843	8	S
0:03:48.747	4	S
0:03:50.200	4	W
0:03:51.658	2	S
0:03:53.133	4	W
0:03:54.610	4	W
0:03:57.514	4	S
0:04:00.458	4	S
0:04:01.921	8	W
0:04:03.386	4	S
0:04:04.801	8	S
0:04:06.307	32	W
0:04:12.223	4	S
0:04:24.534
