0:00:00.000	32	W
0:00:17.048	32	W
0:00:34.161	32	W
0:00:51.613	28	W
0:01:06.843	4	W
0:01:08.959	32	W
0:01:17.166	32	W
0:01:33.905	28	W
0:01:48.585	4	W
0:01:49.643	2	S
0:01:50.712	8	W
0:01:54.762	32	W
0:02:03.012	16	W
0:02:06.622	16	S
0:02:14.717	16	S
0:02:22.741	8	S
0:02:26.788	8	S
0:02:30.863	12	S
0:02:36.730	4	W
0:02:37.858	2	S
0:02:38.761	16	S
0:02:46.742	16	S
0:02:54.118	16	W
0:03:01.620	8	W
0:03:08.795	16	W
0:03:23.094	16	W
0:03:37.369	12	W
0:03:47.554	8	W
0:03:50.893	16	S
0:03:57.720	16	S
0:04:04.621	32	S
0:04:18.519	8	S
0:04:25.583	16	S
0:04:32.353	8	S
0:04:35.907	16	S
0:04:42.760	16	S
0:04:46.205	16	S
0:04:53.066	16	S
0:04:59.905	8	S
0:05:03.308	8	S
0:05:06.720	8	S
0:05:10.118	8	S
0:05:13.638	8	S
0:05:17.107	8	S
0:05:20.561	8	S
0:05:24.168	16	W
0:05:27.690	32	S
0:05:34.417	8	S
0:05:37.818	16	S
0:05:41.161	16	S
0:05:48.141	16	S
0:05:51.628	8	S
0:05:55.056	24	S
0:06:05.165	16	S
0:06:08.615	8	S
0:06:15.687	8	S
0:06:19.433	8	S
0:06:22.851	16	S
0:06:29.908	12	S
0:06:35.272	2	W
0:06:36.931	16	W
0:06:43.548	16	W
0:06:49.534	2	W
0:06:56.753	8	W
0:07:03.413	4	S
0:07:06.743	4	S
0:07:09.626	2	W
0:07:10.655	4	S
0:07:14.846	4	W
0:07:19.478	4	S
0:07:22.280	8	W
0:07:31.298	16	W
0:07:40.335	16	W
0:07:49.452	12	W
0:08:05.329	4	W
0:08:18.853
