0:00:00.000	2	W
0:00:21.948	16	W
0:00:42.833	16	W
0:01:04.125	24	W
0:01:19.849	16	W
0:01:30.278	8	S
0:01:40.730	8	S
0:01:51.124	4	W
0:01:53.733	4	W
0:01:56.365	8	W
0:02:01.552	16	W
0:02:12.017	8	W
0:02:17.191	4	S
0:02:22.405	8	S
0:02:27.704	16	S
0:02:38.098	8	S
0:02:43.298	8	S
0:02:48.537	8	S
0:02:53.779	8	S
0:02:58.993	16	S
0:03:04.155	8	S
0:03:06.722	8	S
0:03:09.333	14	S
0:03:18.366	2	W
0:03:28.273	10	W
0:03:35.048	8	W
0:03:40.191	8	S
0:03:50.550	16	S
0:04:00.836	16	S
0:04:06.072	16	S
0:04:11.193	16	S
0:04:16.386	4	S
0:04:18.936	8	W
0:04:29.238	4	S
0:04:34.467	4	S
0:04:39.589	8	S
0:04:49.910	8	S
0:05:00.208	8	S
0:05:10.563	2	S
0:05:16.201
